#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B273E5
#Date Time: 2025-01-23 15:41:04.449
#Start: 500 Hz
#Stop: 10000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.48223 V
#Offset: 0.000214102 V
#Relative: no
#Channel: Channel 2
#Range: 5.47775 V
#Offset: -3.26643e-05 V
#Relative: yes
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 5 V
#Negative Supply: OFF
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1026.165012889585,-3.682764194694188,-1.086276088792189,-30.09824603943936
1046.865135921304,-3.682537088598541,-1.092049540763537,-30.70667539287714
1067.982828338207,-3.68312281456338,-1.097923496156631,-31.3261107631023
1089.526513481118,-3.682283927960481,-1.104755438529383,-31.95990810653556
1111.504784609142,-3.68216925006437,-1.112121151237806,-32.60901333073508
1133.926408327305,-3.682728949041272,-1.119152091324059,-33.26904679264498
1156.800328083344,-3.682822571446162,-1.125501664758857,-33.94147500086768
1180.135667735034,-3.682258841058064,-1.132663878927962,-34.63027628156762
1203.941735189474,-3.682979040149725,-1.140838125560155,-35.33036962372256
1228.228026115791,-3.682381998045792,-1.149571552006091,-36.04791827355035
1253.004227732731,-3.682088003474877,-1.157949381555309,-36.77760950619154
1278.280222672664,-3.681643567252378,-1.167072575590845,-37.52555988480174
1304.066092923519,-3.681053625817134,-1.177438830524364,-38.28611365516478
1330.372123850258,-3.681074456359623,-1.187574884895559,-39.06131489418068
1357.208808297453,-3.68200591037215,-1.196760787165098,-39.85184896128095
1384.586850774637,-3.682169702201868,-1.206415276368735,-40.66384815907769
1412.517171726069,-3.682296911262108,-1.218284439800918,-41.48936267104023
1441.010911886641,-3.6823462606521,-1.230304732033089,-42.33231982701825
1470.079436725652,-3.682350692007543,-1.242765710443146,-43.1917235381766
1499.734340980214,-3.681717513128922,-1.255599863391345,-44.07149366298721
1529.987453280122,-3.682218449665867,-1.268949108482656,-44.96527686987346
1560.850840866007,-3.681792902203323,-1.283102204920073,-45.88178714945184
1592.336814402669,-3.681793573751496,-1.297091127816802,-46.81482183371784
1624.457932889504,-3.681851323115021,-1.312702521105544,-47.76978250529202
1657.227008669994,-3.681858939154237,-1.327387622937753,-48.74443750570062
1690.657112542234,-3.681661990526543,-1.34449390132717,-49.73898570618289
1724.761578972568,-3.681537824322461,-1.362635655210729,-50.75736260810461
1759.554011414383,-3.680816576462642,-1.380478351326892,-51.79600020040863
1795.048287734202,-3.681478243330654,-1.399786972050311,-52.85887133264947
1831.258565747232,-3.680659421036744,-1.421019306995492,-53.94751250110825
1868.199288864573,-3.680777590503748,-1.442456628421912,-55.05832972444892
1905.885191854358,-3.680012585288999,-1.465419245419085,-56.19734604199868
1944.331306719086,-3.680622455560157,-1.488845185117045,-57.36140770255366
1983.552968691535,-3.680645124677805,-1.514887524931051,-58.55680630754447
2023.565822351618,-3.680429504526738,-1.54076675701981,-59.77930096859605
2064.385827866626,-3.680871831253026,-1.569327229795448,-61.03180841411631
2106.029267357362,-3.680255990381831,-1.59982124390547,-62.31466330416652
2148.512751392683,-3.680065206357937,-1.632598320834172,-63.63335492267146
2191.853225615061,-3.679170576652411,-1.666098186382449,-64.98402421492986
2236.06797749979,-3.679349170996737,-1.704283202224068,-66.37242610103634
2281.174643250549,-3.679435095772543,-1.742916276732876,-67.79287628652904
2327.191214834058,-3.680359820522691,-1.785506234599229,-69.248168434787
2374.13604715664,-3.679076445419648,-1.831326502857725,-70.74969518618938
2422.027865385558,-3.680523603651199,-1.879148177672645,-72.28327234209124
2470.885772418029,-3.678243778907166,-1.932768591637382,-73.86676494726839
2520.729256500918,-3.678794250342346,-1.99000475131028,-75.48418952525901
2571.578199004124,-3.678967010409772,-2.05012750502523,-77.14717850910935
2623.452882350789,-3.678110685862899,-2.114697028767908,-78.85938545102584
2676.373998107465,-3.678912820547005,-2.184782250533613,-80.60728673371165
2730.362655237487,-3.677762792914416,-2.25985471324532,-82.40310575089137
2785.440388520827,-3.677993022901293,-2.341886480427946,-84.25362520155069
2841.629167143808,-3.677886931388887,-2.42745010564582,-86.15160423249733
2898.951403462082,-3.677307915605781,-2.519203540824227,-88.09672556369146
2957.429961940374,-3.676456143791195,-2.618293552245942,-90.09514673993982
3017.088168272581,-3.676789292524397,-2.72073118530862,-92.14593280769401
3077.949818685827,-3.676021531248264,-2.831100940423046,-94.24432549517086
3140.039189432197,-3.676029848950459,-2.947369644615968,-96.39212576606508
3203.381046471969,-3.677351319288027,-3.069586516658544,-98.58930305194434
3268.000655352148,-3.67682232992499,-3.195139696660299,-100.8254566629879
3333.92379128429,-3.676153907263209,-3.328964270927386,-103.1102895673867
3401.176749425622,-3.674806352556866,-3.468040252364919,-105.4321799540305
3469.786355367537,-3.674537576545479,-3.610797446599349,-107.7860437773152
3539.77997583569,-3.674323813228228,-3.756288904144089,-110.1694074376845
3611.18552960592,-3.674096886839319,-3.907204595503401,-112.5967882133463
3684.031498640386,-3.675978221424163,-4.061903739505109,-115.0333362902734
3758.346939448338,-3.674696221303316,-4.219782018670107,-117.4943474276377
3834.161494676055,-3.67378851169351,-4.381565984527111,-119.9782896008745
3911.50540493059,-3.67349029061578,-4.54505263178662,-122.4719816826625
3990.409520842026,-3.673411518366699,-4.711214566851332,-124.9800186262802
4070.905315369043,-3.672517621255776,-4.879134429901848,-127.4933812977406
4153.024896352739,-3.67373782408882,-5.049805015761619,-130.0092644576214
4236.801019323662,-3.672832394972212,-5.220829472373607,-132.5175664418908
4322.267100567216,-3.672071389725681,-5.394409691004989,-135.0436924874646
4409.457230452617,-3.670803224787557,-5.564706870886457,-137.555790133512
4498.40618703071,-3.669202547286396,-5.740977248623068,-140.0548278062172
4589.149449906117,-3.66839557077089,-5.916445601188909,-142.5315520110257
4681.723214389186,-3.668583151156466,-6.092114575961154,-145.0107628308331
4776.164405933436,-3.668970236202807,-6.266781814915438,-147.4772303312498
4872.510694864241,-3.671313946240873,-6.442932044276198,-149.9113336710113
4970.800511404607,-3.667554010795611,-6.62223163047535,-152.3272699159754
5071.073061004075,-3.666974711648019,-6.80037800019385,-154.7191127938884
5173.368339976832,-3.66669757320168,-6.979285716252934,-157.0826463104804
5277.72715145528,-3.674240361979404,-7.1609954260515,-159.4164210410087
5384.191121665428,-3.667065617340969,-7.343017070372166,-161.7148335822441
5492.80271653059,-3.665799379444757,-7.529779882593161,-163.9846621758044
5603.605258610029,-3.665604435066512,-7.717239426541895,-166.1951439549594
5716.642944379287,-3.668696971203593,-7.909219339967196,-168.3759295440194
5831.960861859089,-3.664736238416573,-8.103907586261421,-170.522267568164
5949.60500859989,-3.663801771800208,-8.306774595686919,-172.5988558778705
6069.622310029174,-3.669660050956918,-8.514209386929327,-174.644561463098
6192.060638168891,-3.662851167049586,-8.730923406140105,-176.6392386542357
6316.968830730469,-3.663636608156253,-8.95466251698241,-178.583389183919
6444.396710594981,-3.664434166832193,-9.191513245867363,-180.5020753511027
6574.395105686315,-3.662733998763934,-9.438514135382922,-182.3785888512884
6707.015869245212,-3.675620709016558,-9.703907807083851,-184.2210966030254
6842.31190051227,-3.662067453496825,-9.990366117811501,-186.0347295384561
6980.337165828196,-3.661173104269837,-10.31882608524873,-187.8134784490189
7121.146720159666,-3.662446101143429,-10.71974431676851,-189.5758263278597
7264.796729059444,-3.65989262028974,-11.14111074862203,-191.288714132328
7411.344491069478,-3.664281637944544,-11.56372464801849,-192.9682945892532
7560.848460575893,-3.659775033598507,-11.99088026402408,-194.6401099936534
7713.368271125066,-3.666513986807525,-12.42689175253941,-196.284417740088
7868.964759210003,-3.658922114479373,-12.86522406853555,-197.9084701476739
8027.699988536554,-3.66641725957701,-13.30581564110289,-199.4808422864797
8189.637274779154,-3.65673929956741,-13.75664370710299,-201.0314000009557
8354.841210835903,-3.66381141612625,-14.20375081559104,-202.5578865036335
8523.377692593145,-3.65516775512542,-14.66272725175813,-204.1035129079886
8695.313945209738,-3.659667169227987,-15.12262183976459,-205.566174747658
8870.718549931567,-3.655645876849201,-15.5928033618351,-207.056164433707
9049.66147144696,-3.655389158132426,-16.05930736697097,-208.4642944166646
9232.21408579391,-3.657258478770075,-16.53661103849655,-209.9536388667692
9418.449208830278,-3.654253485209247,-17.03848555719371,-211.339989391147
9608.441125278288,-3.665643322894416,-17.52186454208534,-212.8061679896397
9802.265618354913,-3.653717515553995,-18.0135241096684,-214.1648188420674
10000,-3.65723335498876,-18.51197265314763,-215.5440749367843
