#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B273E5
#Date Time: 2025-01-30 15:25:26.245
#Start: 100 Hz
#Stop: 10000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.48223 V
#Offset: 0.000214102 V
#Relative: no
#Channel: Channel 2
#Range: 5.47775 V
#Offset: -3.26643e-05 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
301.9951720402016,0.01248228016667878,-0.3854948691545473,-23.60122915366972
311.410558444676,0.01243404741180094,-0.403815695164862,-24.3261048118279
321.1194909364824,0.01247012170085925,-0.4228940256349282,-25.07551917636516
331.1311214825911,0.01228799967539302,-0.4434595408273768,-25.84330374987279
341.4548873833601,0.01240013807820902,-0.4650377846294957,-26.63933370601322
352.1005201684519,0.01247515657321021,-0.4884437004895947,-27.45387293440939
363.0780547701014,0.01253177680356622,-0.5128470504258045,-28.29564603987791
374.3978389823811,0.01246377974538091,-0.5389842030627237,-29.16067065303706
386.0705432153813,0.01274829239281853,-0.5667052971902482,-30.05304006435369
398.1071705534973,0.01244737044402387,-0.5959340287829744,-30.9719005303125
410.5190671273078,0.01265433982685982,-0.6275142146109149,-31.91493736806316
423.3179328088209,0.01230967711734787,-0.6603019461644513,-32.89085455632443
436.5158322401661,0.01272212697740109,-0.6956516831939669,-33.88910117801747
450.1252062061337,0.01237830864203381,-0.7328163162127004,-34.92272517290775
464.1588833612777,0.01274447501736146,-0.7731806693676847,-35.98147591786244
478.6300923226385,0.01205477051711257,-0.815389493919118,-37.07187937390011
493.5524741394806,0.01234002157958623,-0.859796663390936,-38.19333249615582
508.9400951518089,0.01240514944240568,-0.9079544629456336,-39.34636646516326
524.8074602497726,0.01252928644769202,-0.958877811678045,-40.53194365532701
541.1695265464638,0.01239779915708993,-1.012891552930842,-41.75144575574859
558.0417174769964,0.01257033389850611,-1.070722413271189,-43.00028816316322
575.4399373371569,0.01260782167704517,-1.131884455950192,-44.28394359959572
593.3805862753281,0.0127440291780386,-1.196525497760701,-45.60488812533346
611.8805757518219,0.01259722155892893,-1.265870682901094,-46.95685327598927
630.9573444801933,0.01271386687539625,-1.339311341248284,-48.3470385282985
650.6288748655573,0.01277211290707259,-1.417187291457268,-49.77332733320121
670.9137099554112,0.01266107211402354,-1.499741553547524,-51.22937593835213
691.8309709189363,0.01290979455503033,-1.587883018102172,-52.72781558948452
713.4003750712565,0.01258202333293774,-1.681233748151635,-54.25401558399929
735.6422544596413,0.01290290074651734,-1.780677836273842,-55.81980787666386
758.5775750291835,0.01259596815249242,-1.885502697295714,-57.41849701307076
782.2279563860026,0.01266820478295041,-1.997134785218441,-59.0527029395705
806.6156921766135,0.01290548856114099,-2.115181256284859,-60.71858494808626
831.7637711026708,0.01261174044077427,-2.240639145602081,-62.4192471817271
857.6958985908942,0.01286193723868585,-2.373060341316932,-64.14980047911354
884.4365191385998,0.01283292378564008,-2.512943018900456,-65.91487730202567
912.0108393559096,0.01296073212024066,-2.660934242803362,-67.70801749301967
940.4448517263518,0.01285399205296996,-2.817498117734898,-69.52631654964567
969.7653591082496,0.01321106451158083,-2.98268239092589,-71.37336320738711
1000,0.01339188019038108,-3.156378834066466,-73.24325956857564
1031.177274593055,0.01336432357136657,-3.338825732320472,-75.13653093478246
1063.326571637161,0.01317198820654933,-3.530964044322675,-77.0506628084763
1096.478196143185,0.01345019683226114,-3.73327539630747,-78.9821971413317
1130.663397949639,0.01336719009165616,-3.944602764775993,-80.92555381725481
1165.914401179832,0.01337247846611836,-4.16604658902131,-82.88403586314909
1202.264434617413,0.01381791142638918,-4.397962390103281,-84.8550236229469
1239.747763028944,0.01343822321077662,-4.639445663022093,-86.82941576260677
1278.399719463024,0.01389639219909178,-4.89213146528884,-88.80380165894043
1318.256738556407,0.01423368501243783,-5.154003798586137,-90.7885273415567
1359.356390878526,0.01410844314209759,-5.426929391505675,-92.76123186311452
1401.73741834677,0.01431984730233737,-5.709779615082184,-94.73738477592195
1445.439770745927,0.01464009300185983,-6.003696232944472,-96.69911936420277
1490.504643386196,0.01497709637692061,-6.306893870139175,-98.65581643290079
1536.974515935272,0.01543582031652656,-6.620031626205748,-100.5955110669262
1584.893192461113,0.01541775006047771,-6.943431507172635,-102.5192275986198
1634.305842723138,0.01544804923668003,-7.276770362546415,-104.4288773930281
1685.259044750751,0.014968475684865,-7.618093163790585,-106.3090063519795
1737.800828749375,0.01558780464835937,-7.969873319476709,-108.1734485395718
1791.980722375334,0.01567979593177603,-8.329458970020715,-110.009025855334
1847.849797422291,0.01585258763599525,-8.6972042752887,-111.8185508736932
1905.460717963247,0.01643181827929889,-9.075170827349361,-113.6067303075021
1964.867789993467,0.0170261378134216,-9.459982012551464,-115.3584825051613
2026.127012621143,0.01706045563143218,-9.852081933285122,-117.0726807681818
2089.29613085404,0.01736491937985798,-10.25140338721699,-118.7627115119254
2154.434690031883,0.01724960274534943,-10.65837136040245,-120.4210091921602
2221.604091955812,0.01738097685546144,-11.07153815952628,-122.0474850701785
2290.867652767774,0.01809022303446145,-11.49075449674591,-123.6258278130633
2362.290662634462,0.01837943783664582,-11.91715261573699,-125.1876553938273
2435.940447292027,0.01952009459373135,-12.34881212994424,-126.6989110701979
2511.88643150958,0.01906168181754093,-12.78554310982975,-128.1868150050486
2590.200204531324,0.01973927924896589,-13.22830654023194,-129.6359405183164
2670.955587558985,0.0207493730195064,-13.6754920583004,-131.0453839389393
2754.228703338166,0.02015884577293924,-14.12704294039261,-132.4216138380784
2840.098047914215,0.02082337539895093,-14.58447831273214,-133.7583099478787
2928.644564625235,0.02150782030725552,-15.0446556015795,-135.0816084195832
3019.951720402016,0.02197349401029365,-15.51011947255316,-136.353814251338
3114.10558444676,0.02284267417197777,-15.97549424588847,-137.5828586232422
3211.194909364822,0.02301201613139658,-16.44607484256341,-138.8099349077463
3311.311214825911,0.02336963397878343,-16.92252560597819,-139.9745524428187
3414.548873833603,0.02486568803909787,-17.39860044370533,-141.1187370133261
3521.005201684519,0.02523426356287661,-17.87938413107457,-142.2175689716405
3630.780547701014,0.02556647604221239,-18.36234535750578,-143.3110483842321
3743.978389823811,0.0264941783472459,-18.84938935763559,-144.3647245311535
3860.705432153813,0.02751624528589505,-19.33585532369719,-145.3969196627841
3981.071705534973,0.0275278981649511,-19.82505563388511,-146.3843504099848
4105.190671273079,0.02850833748194201,-20.31783509799558,-147.3560814807561
4233.179328088209,0.02886510858384913,-20.81286038756096,-148.2906769233595
4365.158322401659,0.03007563343787342,-21.31015101133801,-149.2073125486353
4501.252062061337,0.03122320363578211,-21.80359159844778,-150.1060367900795
4641.58883361278,0.03003860664176626,-22.30212865261893,-150.9643492600478
4786.300923226382,0.03255373237518685,-22.80251900206943,-151.7670702313154
4935.524741394806,0.033937498631584,-23.29956464729943,-152.6176300576091
5089.400951518091,0.03418844357970255,-23.80796929647765,-153.3859612865138
5248.074602497725,0.03364267402361915,-24.31035109602918,-154.1492269207508
5411.695265464637,0.03108325484962692,-24.82022690946733,-154.9129896158302
5580.417174769964,0.03637611302429041,-25.32018705714818,-155.6397589874531
5754.39937337157,0.03758948362215211,-25.82531466682033,-156.3346905618593
5933.805862753281,0.03793384266004859,-26.33595918142639,-157.0276837470991
6118.805757518218,0.03941907491470861,-26.84554822752217,-157.7079433047418
6309.573444801934,0.04098176678094474,-27.35647425435441,-158.3344736506135
6506.28874865557,0.02899249741683367,-27.87267398680756,-158.9557692211137
6709.137099554112,0.02854944966258383,-28.37797686881462,-159.5399642845112
6918.309709189366,0.03651218952362921,-28.89078000755474,-160.0876217292082
7134.003750712561,0.0417475041407061,-29.39497804475287,-160.6834183684312
7356.422544596414,0.04575161017220008,-29.9205737587905,-161.2934410073798
7585.775750291836,0.04665977978893129,-30.4298275788387,-161.8088208202468
7822.279563860026,0.04763180172493814,-30.94820080397176,-162.3507807121818
8066.156921766135,0.03608608458038585,-31.46294818773455,-162.9140076955385
8317.637711026709,0.04801394237072095,-31.96724337775263,-163.3375130941927
8576.958985908941,0.05079578008178078,-32.50888332599627,-163.9142177362383
8844.365191385999,0.05019285613855008,-33.01525434649243,-164.3990962757187
9120.108393559096,0.04446746589699752,-33.52098481572499,-164.6860487460991
9404.448517263518,0.05451524758731054,-34.03836586633764,-165.2213585559554
9697.653591082491,0.05391985445457394,-34.53876725980868,-165.6536496610386
10000,0.05135888503305397,-35.06973334294608,-165.9704685352455
