#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B273E5
#Date Time: 2025-01-30 15:08:14.720
#Start: 100 Hz
#Stop: 10000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.48223 V
#Offset: 0.000214102 V
#Relative: no
#Channel: Channel 2
#Range: 5.47775 V
#Offset: -3.26643e-05 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
4105.190671273079,0.02747049301888548,-24.19901676298538,-157.7656339826246
4233.179328088209,0.02786860810687495,-24.71829267490781,-158.4010419979036
4365.158322401659,0.02890342639183279,-25.23614725488896,-159.0832281885809
4501.252062061337,0.03010490841896224,-25.75523694430436,-159.6874970734203
4641.58883361278,0.02798307784643128,-26.27329904897274,-160.2988911358242
4786.300923226382,0.03121245737407371,-26.80074098106117,-160.8336310812132
4935.524741394806,0.03243291812267354,-27.30762044993478,-161.3941513339124
5089.400951518091,0.03283928939745753,-27.84952281146087,-161.940510003896
5248.074602497725,0.03248156148822603,-28.36766744676846,-162.4283664109257
5411.695265464637,0.02914266993117157,-28.87635005334264,-162.985936944395
5580.417174769964,0.03511903154200389,-29.40535052100333,-163.5626538320782
5754.39937337157,0.03597280134809759,-29.91496006383484,-163.8979712189925
5933.805862753281,0.03711131328003799,-30.43819389602717,-164.3989051676103
6118.805757518218,0.03785621612120222,-30.96473112469403,-164.8300639122722
6309.573444801934,0.03873970462427902,-31.48793654045824,-165.3166807273957
6506.28874865557,0.02739309737798777,-32.01848625758817,-165.7992665388521
6709.137099554112,0.02662025435131991,-32.52583132824568,-166.0944400829541
6918.309709189366,0.03330578994594538,-33.06059869648696,-166.5290186493867
7134.003750712561,0.04020412702467049,-33.56198432676693,-166.898803409789
7356.422544596414,0.04407901239761802,-34.09938380104237,-167.3579081606027
7585.775750291836,0.04497427841356025,-34.62701353720799,-167.6917887261783
7822.279563860026,0.04570927130964426,-35.14222278377915,-168.0370538678841
8066.156921766135,0.03370292769671713,-35.67361438619365,-168.2828033693351
8317.637711026709,0.04562103968610627,-36.18736258927598,-168.6018128954642
8576.958985908941,0.04933689773534988,-36.72722382612591,-168.9941810606385
8844.365191385999,0.04805201684392555,-37.22780031314827,-169.3098075558275
9120.108393559096,0.04277680172459057,-37.73694398512519,-169.7526692474486
9404.448517263518,0.05141282589456519,-38.27257766094068,-169.8286177893142
9697.653591082491,0.05116721745853373,-38.78336002508819,-170.0985120261473
10000,0.04930045467130121,-39.30666128497019,-170.6228153326163
